电影名,韦卓链接,百度链接,夸克链接,迅雷链接,其他链接
['梅赛德斯先生 第一季 Mr. Mercedes Season 1\xa0(2017)'],http://www.weizhuos.cn/?p=8498,视频：百度云盘  提取码: pk2c   https://pan.baidu.com/s/14j23fdJMv2_0aCq4KdPUlQ,,,
['传说  Lore Season 1 - 2 (2018)'],http://www.weizhuos.cn/?p=8499,第一季.视频：百度云盘 https://pan.baidu.com/s/1i4DRhM9,,,
['虚假新闻 フェイクニュース (2018)'],http://www.weizhuos.cn/?p=8500,视频：百度云盘  提取码: 4tcq https://pan.baidu.com/s/17wL9wa19cfWJtVbxeCnXlw,,,
['疯狂的心 Crazy Heart (2009)'],http://www.weizhuos.cn/?p=8501,视频：百度云盘 密码:3hke https://pan.baidu.com/s/1nJdO3u__ec_sZn6t61q44g,,,
['试验 Испытание (2014)'],http://www.weizhuos.cn/?p=8502,视频：百度云盘 提取码: zhuo   https://pan.baidu.com/s/1VnzBj89OfZd5qzRAVjYIrg?pwd=zhuo,,,
['危险人物导演剪辑版 Payback: Straight Up (2006)'],http://www.weizhuos.cn/?p=8503,视频：百度云盘 http://pan.baidu.com/s/1pKq4sND,,,
"[""小鬼当街 Baby's Day Out (1994)""]",http://www.weizhuos.cn/?p=8504,视频：百度云盘  提取码: 6fqd https://pan.baidu.com/s/1v2WwElFZojbgdVDpAVOOqA,,,
['天堂之吻 Paradise Kiss (2005)'],http://www.weizhuos.cn/?p=8505,视频：百度云盘 https://pan.baidu.com/s/1o8dn11K,,,
['三人行必有我妹 この中に1人、妹がいる! (2012)'],http://www.weizhuos.cn/?p=8506,视频：百度云盘 https://yun.baidu.com/s/1jIhj6f0,,,
['同一屋檐下 ひとつ屋根の下 (1993)'],http://www.weizhuos.cn/?p=8507,视频：百度云盘 密码：i4rp http://pan.baidu.com/s/1ntJ2PVb,,,
['同一屋檐下2 ひとつ屋根の下2 (1997)'],http://www.weizhuos.cn/?p=8508,视频：百度云盘 密码：9zvu http://pan.baidu.com/s/1sjQgpkx,,,
['和歌子酒 第1季 ワカコ酒 (2015)'],http://www.weizhuos.cn/?p=8509,视频：百度云盘 密码:pg6t http://pan.baidu.com/s/1bo8NCJH,,,
['和歌子酒 ワカコ酒 (2015)'],http://www.weizhuos.cn/?p=8510,视频：百度云盘 https://yun.baidu.com/s/1kUGZVKF,,,
['和歌子酒 第2季 ワカコ酒 Season2 (2016)'],http://www.weizhuos.cn/?p=8511,视频：百度云盘 提取码: t9tv https://pan.baidu.com/s/11XP1YYbUZOq5pn4R9XGstw,,,
['音乐之光 Mademoiselle Paradis (2017)'],http://www.weizhuos.cn/?p=8512,内嵌中文字幕视频：百度网盘 密码：tsd7 https://pan.baidu.com/s/1PcoikQ6NV54Si_nfPwjEDQ,,,
['活出“树木希林” “樹木希林”を生きる (2018)'],http://www.weizhuos.cn/?p=8513,HDTV720p内嵌中文字幕视频：百度网盘 https://yun.baidu.com/s/1DiU13yZ3x-TQS7pS67oqOg,,,
['22英里 Mile 22 (2018)'],http://www.weizhuos.cn/?p=8514,视频：百度云盘 提取码: 5css https://pan.baidu.com/s/1HQnGxBROaRew7kZEPxK1Ag,,,
['滑板厨房 Skate Kitchen (2018)'],http://www.weizhuos.cn/?p=8515,视频：百度云盘 提取码: misc https://pan.baidu.com/s/1yk8YiSkr-dcbugf1qWJj6A,,,
['美容针 (2017)'],http://www.weizhuos.cn/?p=8516,视频：百度云盘 提取码: h4kp https://pan.baidu.com/s/1WaeRcSTdEVBNvGivrgtTeg,,,
['金装律师 スーツ 1 - 2 季'],http://www.weizhuos.cn/?p=8517,,,,
['寿司之神 Jiro Dreams of Sushi (2011)'],http://www.weizhuos.cn/?p=8518,视频：百度云盘 提取码: q6hu https://pan.baidu.com/s/1uSuAH71MuPxraKyDGfFKkg,,,
"[""别惹小孩 Trick 'r Treat (2007)""]",http://www.weizhuos.cn/?p=8519,视频：百度云盘 https://pan.baidu.com/s/1skSnHEl,,,
['吉屋藏娇 (1988)'],http://www.weizhuos.cn/?p=8520,视频：百度云盘 提取码: tx2k https://pan.baidu.com/s/1DaxocVDWfy1m6qjooP_YNw,,,
['黄金兄弟\xa0(2018)'],http://www.weizhuos.cn/?p=8521,视频：百度云盘 提取码：y14f https://pan.baidu.com/s/1de9gsuN3feIrhpNMZZmHJw,,,
['黑色党徒 BlacKkKlansman (2018)'],http://www.weizhuos.cn/?p=8522,视频：百度云盘 提取码: vani https://pan.baidu.com/s/1UNdWlSiBAVwmn0AGPzUoaw,,,
['最后得分 Final Score (2018)'],http://www.weizhuos.cn/?p=8523,内嵌中英字幕视频：百度网盘 密码：eax9 https://pan.baidu.com/s/1oBUl1SfvNyDkR3TcWd18pw,,,
['手的姿态 Il gesto delle mani (2015)'],http://www.weizhuos.cn/?p=8524,DVDRip无对白视频：百度网盘 密码：qpxr https://pan.baidu.com/s/1-Fyts41CRIocbbNnKFaEkQ,,,
['出目金 デメキン (2017)'],http://www.weizhuos.cn/?p=8525,蓝光720p日语中字视频压缩包：百度网盘 密码：v9rd https://pan.baidu.com/s/1VxUekGUjBICbb_WaFZQzMQ#v9rd,,,
['物怪 물괴 (2018)'],http://www.weizhuos.cn/?p=8526,HDRip1080p韩语中字视频：百度网盘 密码：qg5b https://pan.baidu.com/s/1OUIllnr68jrykWyL6mSCEA,,,
['菜鸟老警 The Rookie Season 1 - 4\xa0'],http://www.weizhuos.cn/?p=8528,视频：百度云盘 提取码: j7qh  https://pan.baidu.com/s/1Ji7huc28s0175MUUpHrTBg,,,
['玛雅帮 Mayans M.C. (2018)'],http://www.weizhuos.cn/?p=8529,视频：百度云盘 提取码: w837 https://pan.baidu.com/s/1dUy91RCfyOSN5CKlih33Gg,,,
['复仇之角 Horns (2013)'],http://www.weizhuos.cn/?p=8530,视频：百度云盘 https://pan.baidu.com/s/1bnk0gZd,,,
['本能2 Basic Instinct 2 (2006)'],http://www.weizhuos.cn/?p=8531,,,视频：迅雷云盘 提取码：ev52 https://pan.xunlei.com/s/VMe0ZzWa_i7vWl6GRfXFjthYA1,
['爱情避风港 Safe Haven (2013)'],http://www.weizhuos.cn/?p=8532,视频：百度云盘  提取码: musy https://pan.baidu.com/s/1SOtT4n4R2DtfS2aYY8AMEg,,,
['超能太监 1 - 2'],http://www.weizhuos.cn/?p=8533,视频：百度云盘 提取码: mkjr https://pan.baidu.com/s/1euefOALtPpNfbLl60bSa7A,,,
['时间停止的时候 시간이 멈추는 그때 (2018)'],http://www.weizhuos.cn/?p=8534,视频：百度网盘 https://pan.baidu.com/s/1F5X_n1TJYTXWS1bfBjcEQQ,,,
['窃听风云 竊聽風雲 (2009)'],http://www.weizhuos.cn/?p=8535,视频：百度云盘 提取码: cr4e https://pan.baidu.com/s/11qCh_ZmBHDGKuysECa51Wg,,,
['古镜幽魂 古鏡幽魂 (1974)'],http://www.weizhuos.cn/?p=8536,视频：百度云盘 https://pan.baidu.com/s/1EyZvS,,,
['延禧攻略 (2018)'],http://www.weizhuos.cn/?p=8537,,视频：夸克云盘 https://pan.quark.cn/s/942006b8349e,视频：迅雷云盘  https://pan.xunlei.com/s/VNJZjnJDMOt6NhZBxyPZgp2eA1?pwd=gmue#,
['阿尔法：狼伴归途 Alpha (2018)'],http://www.weizhuos.cn/?p=8538,视频：百度网盘 提取码: chpy https://pan.baidu.com/s/1qBt5uhJ9fwDyiXElc1Ma0g,,,
['黑暗 The Dark (2017)'],http://www.weizhuos.cn/?p=8539,内嵌中英字幕视频：百度网盘 密码：gv8e https://pan.baidu.com/s/1NcAgLlaWSA-3JdpEIdUx7w,,,
['空闲的想法 Idle Thoughts (2017)'],http://www.weizhuos.cn/?p=8540,内嵌中英字幕视频：百度网盘 密码：q13a https://pan.baidu.com/s/1kBtTzMhLIj1doaBZOQwETw#q13a,,,
['蝎子王5:灵魂之书 The Scorpion King: Book of Souls (2018)'],http://www.weizhuos.cn/?p=8541,内嵌中英字幕视频：百度网盘 密码：b10c https://pan.baidu.com/s/1o94T-xKymamBiutIVZFDog,,,
['朝花夕誓 さよならの朝に約束の花をかざろう (2018)'],http://www.weizhuos.cn/?p=8542,视频：百度网盘 提取码: hinq https://pan.baidu.com/s/1sBL0U9XAgner6Cn4x1vxNA,,,
['抱歉男孩们 Sorry Guys (2017)'],http://www.weizhuos.cn/?p=8543,内嵌中文字幕视频：百度网盘 密码：1iwu https://pan.baidu.com/s/1mHqpb77lsBMTO7r1c2rC7w,,,
"[""八四年夏天 Summer of '84 (2018)""]",http://www.weizhuos.cn/?p=8544,视频：百度云盘 密码：i5zh https://pan.baidu.com/s/1VtghsrSPC-M4k7KNdQ5ecw,,,
['失恋日 失戀日 (2016)'],http://www.weizhuos.cn/?p=8545,蓝光720p粤语中字视频：百度网盘 密码：ahfk https://pan.baidu.com/s/1VZy484vQRMQgSQcifzqS6Q,,,
['有一种喜欢 有一種喜歡 (2018)'],http://www.weizhuos.cn/?p=8546,视频：百度云盘  提取码: iype https://pan.baidu.com/s/18CW081M0qTG5ji9hhFWxLw,,,
['回家的日子 Isla Blanca (2017)'],http://www.weizhuos.cn/?p=8547,内嵌中文字幕视频：百度网盘 密码：4mj1 https://pan.baidu.com/s/17LWM1TJqxnGpLlMKdcyZ6Q,,,
['亚当·桑德勒：100%新鲜 Adam Sandler: 100% Fresh (2018)'],http://www.weizhuos.cn/?p=8548,内嵌中文字幕视频：百度网盘 密码：m7ik https://pan.baidu.com/s/1cFVPdFA_ENW-7Q-pZS0NRg,,,
['天使与恶魔：未解决案件匿名交涉课 天使と悪魔-未解決事件匿名交渉課- (2015)'],http://www.weizhuos.cn/?p=8549,视频：百度云盘 提取码: y4re https://pan.baidu.com/s/1NDeLk4EAWWzTb-gCTc8MzQ,,,
['扫毒 掃毒 (2013)'],http://www.weizhuos.cn/?p=8550,视频：百度云盘 提取码: axj6 https://pan.baidu.com/s/1MAHpYZHJqtQA9rumatXmrg,,,
['生活大爆炸 The Big Bang Theory Season 1 - 12'],http://www.weizhuos.cn/?p=8551,,,,
['爱情呼叫转移 1 - 2'],http://www.weizhuos.cn/?p=8552,视频：百度云盘  提取码: 8iaq https://pan.baidu.com/s/1rHFaTOqS4-vp9kLUeiu01A,,,
['你 You 1 - 3 季'],http://www.weizhuos.cn/?p=8553,,,,
['爱猫之城 Kedi (2018)'],http://www.weizhuos.cn/?p=8555,视频：百度云盘  提取码: 6ipn https://pan.baidu.com/s/1jswIdXka8ABlgnW17TWKUA,,,
['毛泽东的故事 毛澤東的故事 (1992)'],http://www.weizhuos.cn/?p=8556,视频：百度云盘 提取码：nfgd  https://pan.baidu.com/s/1A1NJMhS8bwNmOIvFnCITjg,,,
['抢救切尔诺贝利 The Battle of Chernobyl (2006)'],http://www.weizhuos.cn/?p=8557,,,,
['超能  Beyond Season 1 -  2'],http://www.weizhuos.cn/?p=8558,S02.视频：百度云盘 提取码: phy1 https://pan.baidu.com/s/1HvSnMhi7_AbY7-56Ts-4zQ,,,S01.视频：资源链接 https://mp.weixin.qq.com/s/_SvvjnaEqCTO4d0oo2BnLQ
['犯罪心理 Criminal Minds Season 1 - 15'],http://www.weizhuos.cn/?p=8559,,视频：夸克云盘 https://pan.quark.cn/s/2008a0f225e8,,
['真心话大冒险 Truth or Dare (2018)'],http://www.weizhuos.cn/?p=8560,视频：百度云盘 提取码: 568b https://pan.baidu.com/s/1pVHOUrOseIbos1plzMd77Q,,,
['屋顶探险家 Guarda in alto (2017)'],http://www.weizhuos.cn/?p=8561,内嵌中文字幕视频：百度网盘 密码：fpch https://pan.baidu.com/s/1xpQ1ioZv6XFiDQysd2vQXA,,,
['冷战 Zimna wojna (2018)'],http://www.weizhuos.cn/?p=8562,视频：百度云盘   提取码: axj6 https://pan.baidu.com/s/1d846hcdMLvAxBXpN-ZBQgA,,,
['月刊少女野崎君 月刊少女野崎くん (2014)'],http://www.weizhuos.cn/?p=8563,视频：百度云盘  提取码：a034 https://pan.baidu.com/s/13wzhON3B33qXRJnVvY96nA,,,
['鲁邦三世VS名侦探柯南 ルパン三世vs名探偵コナン (2009)'],http://www.weizhuos.cn/?p=8564,视频：百度云盘 提取码: cdgu https://pan.baidu.com/s/1jwNGZ8B0JK3s5MjmwGZE8Q,,,
['绝命航班 Last Flight (2014)'],http://www.weizhuos.cn/?p=8565,视频：百度云盘 提取码: mvx3 https://pan.baidu.com/s/1l4Xk3bJbjDKFOX2AaYvpJQ,,,
['断奶 (2013)'],http://www.weizhuos.cn/?p=8566,视频：百度云盘 提取码: dpv1 https://pan.baidu.com/s/1rqZm4cmmtUvFr6m1HKm5PA,,,
['塑胶人 Plastic (2008)'],http://www.weizhuos.cn/?p=8567,视频：百度云盘 提取码: xrq5 https://pan.baidu.com/s/1ZEp_FjRqMR_odhOJAIam7w,,,
['吸血鬼后裔 Legacies 1 - 2 季'],http://www.weizhuos.cn/?p=8568,视频：百度云盘 提取码: gqn1 https://pan.baidu.com/s/10__mh7DdN6Sm00mspMDadQ,,,
['杨门女将 (2001)'],http://www.weizhuos.cn/?p=8569,视频：百度云盘 提取码：hz44 （重命名修改mp41为mp4） https://pan.baidu.com/s/1il5u2-PX1mTagWcz5785lQ,,,
['催眠大师 (2014)'],http://www.weizhuos.cn/?p=8570,视频：百度云盘 提取码: uwis https://pan.baidu.com/s/1ZoN6K1BuluTOFmBLU0aw5w,,,
['大轰炸 (2018)'],http://www.weizhuos.cn/?p=8571,视频：百度网盘 提取码：o0pd https://pan.baidu.com/s/1fd7Ckshl2sIwfz8koQHr7g,,,
['等爱在伦敦 Been So Long (2018)'],http://www.weizhuos.cn/?p=8572,内嵌中文字幕视频：百度网盘 密码：qef6 https://pan.baidu.com/s/10a61664JNGU-vCF5v3N5bQ,,,
['雷霆之路 Thunder Road (2018)'],http://www.weizhuos.cn/?p=8573,内嵌中英字幕视频：百度网盘 密码：8t2q https://pan.baidu.com/s/1vrPTDu03wMmaGglGSMGv-g,,,
['飓风行动 Hurricane (2018)'],http://www.weizhuos.cn/?p=8574,视频：百度网盘  提取码: wups https://pan.baidu.com/s/1anw43NlaTYHPupkZQDxkLQ,,,
['纯情罗曼史 純情ロマンチカ (2008)'],http://www.weizhuos.cn/?p=8575,,,视频：迅雷云盘 提取码：w6qh https://pan.xunlei.com/s/VMtYWIC-LEbheV_M8GkNvg3hA1,
['坏孩子的天空 キッズ・リターン (1996)'],http://www.weizhuos.cn/?p=8576,视频：百度云盘 https://yun.baidu.com/s/1hsptZec,,,
['奏鸣曲 ソナチネ (1993)'],http://www.weizhuos.cn/?p=8577,,,视频：迅雷云盘 提取码：hcis https://pan.xunlei.com/s/VMpvfq6JN5ZnSRisUYSPkhp8A1,
['克里斯托弗·罗宾 Christopher Robin (2018)'],http://www.weizhuos.cn/?p=8578,视频：百度云盘 提取码：6n2v https://pan.baidu.com/s/17BqdxwlxBZhmmaoQHxe5Yg,,,
['机动部队 PTU (2003)'],http://www.weizhuos.cn/?p=8579,视频：百度云盘 提取码：z6xk  https://pan.baidu.com/s/1wAtXhuya1cW8HUfk19Id6g,,,
['小城之春 (1948)'],http://www.weizhuos.cn/?p=8581,视频：百度云盘 https://pan.baidu.com/s/1midWCFQ,,,
['猛鬼食人胎 (1998)'],http://www.weizhuos.cn/?p=8582,视频：百度云盘 提取码: a43c https://pan.baidu.com/s/1l3Rypry59O_tWTt1KwRA3w,,,
['藏品 The Collection (2012)'],http://www.weizhuos.cn/?p=8584,视频：百度云盘 提取码: zhuo https://pan.baidu.com/s/1yuvaHmI8uItSGbxEktmdyg?pwd=zhuo,,视频：迅雷云盘 https://pan.xunlei.com/s/VNWSKKE1YiiFrCag_lkoIKIZA1?pwd=xikm#,
['夜魔 The Collector (2009)'],http://www.weizhuos.cn/?p=8585,视频：百度云盘 提取码: uuqp https://pan.baidu.com/s/1YibHJuqhVkyxNpeyEP0TZw,,,
['穷民丈夫 （2018）'],http://www.weizhuos.cn/?p=8586,E01.181021.视频：百度网盘 提取码 kiv9 https://pan.baidu.com/s/1zBGqHPDCdGoCWSVUWVRrkA,,,
['最佳一击 최고의 한방 (2017)'],http://www.weizhuos.cn/?p=8587,视频：百度云盘 提取码: wqkr  https://pan.baidu.com/s/1w0osbeD57mvTwbBNpRuZKg,,,
['女鼓手 The Little Drummer Girl (2018)'],http://www.weizhuos.cn/?p=8588,视频：百度云盘 提取码：ks8c https://pan.baidu.com/s/1b2hKrFqLTHPzi8x3YFaIHQ,,,
['神之牙-JINGA- 神ノ牙 –JINGA- (2018)'],http://www.weizhuos.cn/?p=8589,视频：百度网盘 密码：dskf https://pan.baidu.com/s/1OmHEmEIoMktC7rbSBDsrmA,,,
['骚扰游戏 ハラスメントゲーム (2018)'],http://www.weizhuos.cn/?p=8590,视频：百度云盘 https://pan.baidu.com/s/1uT6z7mUVZIyIlByoCdDPHg,,,
['忘却的幸子 忘却のサチコ (2018)'],http://www.weizhuos.cn/?p=8591,视频：百度云盘 https://pan.baidu.com/s/1LsmNWZsiK3BZ819Ec9DZVQ,,,
['女清洁工 The Cleaning Lady (2018)'],http://www.weizhuos.cn/?p=8592,视频：百度云盘 提取码：zhuo https://pan.baidu.com/s/1e_nt8tARuiCl-Y18WMC0Vw,,,
['七秒 Seven Seconds (2018)'],http://www.weizhuos.cn/?p=8593,E10视频：百度网盘 密码：d7i4 https://pan.baidu.com/s/1xr9P-7yjm5c0Ya3SSINFbQ,,,
['诅咒 Kárhozat (1988)'],http://www.weizhuos.cn/?p=8594,视频：百度云盘 提取码: 6mhh https://pan.baidu.com/s/1OUo39K9Ub6SaYEBjs2uNVA,,,
['戈德堡一家 The Goldbergs Season 1 - 6'],http://www.weizhuos.cn/?p=8595,视频：百度云盘 提取码: 4567   https://pan.baidu.com/s/1HOLhVadzIAyOxWOQYAAP3Q?pwd=4567,,,
['江湖水 (2016)'],http://www.weizhuos.cn/?p=8596,视频：百度云盘 提取码: jnag https://pan.baidu.com/s/1aPDLl-G6kdGnJJHbPBt0Dg,,,
['天行者 (2006)'],http://www.weizhuos.cn/?p=8597,视频：百度云盘 提取码: mxry https://pan.baidu.com/s/1TnVRITjP--uAh1Qwf3VysA,,,
['不良街区 (2018)'],http://www.weizhuos.cn/?p=8598,视频：百度云盘 提取码: b23q https://pan.baidu.com/s/1JdhuWFod9u-l-1IBBFydLQ,,,
['机器猛犬 A.X.L. (2018)'],http://www.weizhuos.cn/?p=8599,内嵌中英字幕视频：百度网盘 密码：rty5 https://pan.baidu.com/s/164pGm6VOov3yzn93paSOlw,,,
['脱缰之马 Running Wild (2017)'],http://www.weizhuos.cn/?p=8601,内嵌中英字幕视频：百度网盘 密码：n156 https://pan.baidu.com/s/1FLkVPLwJnVz053luJAqNEw,,,
['灿烂岁月 Tháng năm rực rỡ (2018)'],http://www.weizhuos.cn/?p=8602,内嵌中文字幕视频：百度网盘 密码：g35i https://pan.baidu.com/s/1vklLwnCsbe-GvLMn9RA2aw,,,
['逃避者 Shirkers (2018)'],http://www.weizhuos.cn/?p=8603,内嵌中文字幕视频：百度网盘 密码：cpm3 https://pan.baidu.com/s/1K25HXxe5V8JAsckhBCEluA,,,
['千次伤我心 I Still See You (2018)'],http://www.weizhuos.cn/?p=8604,视频：百度网盘 提取码: g6su https://pan.baidu.com/s/1JLOVetAZ1rp2uVDIDXBRtQ,,,
['幼儿怨 幼兒怨 (2016)'],http://www.weizhuos.cn/?p=8605,粤语中字视频：百度网盘 密码：khg3 https://pan.baidu.com/s/1G463eXXklK-IeuVK4PQf0Q,,,
['仲夏夜魔法 Strange Magic (2015)'],http://www.weizhuos.cn/?p=8607,视频：百度云盘 https://pan.baidu.com/s/1mgotPfM,,,
['人言可畏 Hva vil folk si (2017)'],http://www.weizhuos.cn/?p=8608,视频：百度云盘 提取码: ej33 https://pan.baidu.com/s/16k08OAsuNEftEUF7Ziq-Sg,,,
['少数派报告 Minority Report (2002)'],http://www.weizhuos.cn/?p=8609,视频：百度云盘 提取码: ze7t https://pan.baidu.com/s/1LMcKThaI2iFvf90IoV3mXg,,,
['少数派报告 Minority Report (2015)'],http://www.weizhuos.cn/?p=8610,视频：百度云盘 （后缀改成mp4） https://yun.baidu.com/s/1pKvVKaZ,,,
['水浒传 (2011)'],http://www.weizhuos.cn/?p=8612,视频：百度云盘 https://yun.baidu.com/s/1qWnBH3e,,,
['女娲传说之灵珠 (2011)'],http://www.weizhuos.cn/?p=8613,视频：百度云盘 https://yun.baidu.com/s/1jH6Ogbs,,,
['浴血黑帮 Peaky Blinders Season 1 - 5'],http://www.weizhuos.cn/?p=8614,,,,
['卧虎 (2006)'],http://www.weizhuos.cn/?p=8616,视频：百度云盘  提取码: spib https://pan.baidu.com/s/1JFp3FU7n9v0hR2PClUa-zw,,,
['闪电奇迹 Powder (1995)'],http://www.weizhuos.cn/?p=8617,视频：百度云盘  提取码: 3fb7 https://pan.baidu.com/s/1a5G5HT7NFpq0Hah_RGk3hA,,,
['少林寺 (1982)'],http://www.weizhuos.cn/?p=8618,视频：百度云盘 https://pan.baidu.com/s/1i3jE5It,,,
['生活艰难所以快乐 ピカ☆☆ンチ LIFE IS HARDだからHAPPY (2004)'],http://www.weizhuos.cn/?p=8619,视频：百度云盘 提取码: knnu https://pan.baidu.com/s/1_ObWAhJPpxumnYjpCu_0Cg,,,
['生活艰难也许快乐 ピカ☆★☆ンチ LIFE IS HARD たぶん HAPPY (2014)'],http://www.weizhuos.cn/?p=8620,视频：百度云盘  提取码: iee3 https://pan.baidu.com/s/14F4LdtfWtWLvR-ThGb5zaw,,,
['伸冤人2 The Equalizer 2 (2018)'],http://www.weizhuos.cn/?p=8621,内嵌中英字幕视频：百度网盘 密码：jzk7 https://pan.baidu.com/s/18Cw_J3g8xA_7aw5ZRjWFIQ,,,
['印第安·豪斯 Indian Horse (2017)'],http://www.weizhuos.cn/?p=8622,内嵌中英字幕视频：百度网盘 密码：yvmb https://pan.baidu.com/s/1hCl2qcG83TEg-Fih5DKNdg,,,
['巴比龙 Papillon (2017)'],http://www.weizhuos.cn/?p=8623,视频：百度网盘 https://pan.baidu.com/s/1a2xYHTc0jdTBGb3N9RhMmw,,,
['窗前的女巫 The Witch in the Window (2017)'],http://www.weizhuos.cn/?p=8624,内嵌中英字幕视频：百度网盘 密码：f99x https://pan.baidu.com/s/1JgweUNC9wznOceaFLHLCNw,,,
['黎明前的两个夜晚 2 yötä aamuun (2015)'],http://www.weizhuos.cn/?p=8625,WEB-DL1080p内嵌中字视频：百度网盘 密码：h54y https://pan.baidu.com/s/1q4QY9gsOTEEZ6VSPUEx_rA,,,
['致命玩笑 Joy Ride (2001)'],http://www.weizhuos.cn/?p=8626,视频：百度云盘 https://yun.baidu.com/s/1jHMJKvs,,,
['邪恶校园 The School (2017)'],http://www.weizhuos.cn/?p=8627,内嵌中英字幕视频：百度网盘 密码：k9pm https://pan.baidu.com/s/1EMK3Zn9pj-ym67RxaDZMVw,,,
['西虹市首富 (2018)'],http://www.weizhuos.cn/?p=8628,视频：百度云盘 提取码：ucj8 https://pan.baidu.com/s/1hmp2iJe-RkvybyjxvB4vOA,,,
['镜中人 Look Away\xa0(2018)'],http://www.weizhuos.cn/?p=8629,视频：百度云盘 提取码: 4567  https://pan.baidu.com/s/1j59bksRQQmrDn683625JYQ?pwd=4567,,视频：迅雷云盘 提取码：7vfi https://pan.xunlei.com/s/VN72E0gf6q8cSqrmw1mtmpzxA1,
['法律的阴影 La sombra de la ley (2018)'],http://www.weizhuos.cn/?p=8630,内嵌中文字幕视频：百度网盘 密码：wb84 https://pan.baidu.com/s/1DqH8TtkJDVTTuljZBwiRLg,,,
['白兰 The White Orchid (2017)'],http://www.weizhuos.cn/?p=8631,内嵌中英字幕视频：百度网盘 密码：nirs https://pan.baidu.com/s/1TIM_zO8264tVmtA9EcCx3w#nirs,,,
['伊藤君A到E 伊藤くん A to E\xa0(2018)'],http://www.weizhuos.cn/?p=8632,视频：百度云盘 提取码: zhuo  https://pan.baidu.com/s/1_xFfbhvFPJj9DfGf0jCFVQ?pwd=zhuo,,,
['今夜，可否拥你入怀 今夜、勝手に抱きしめてもいいですか？ (2018)'],http://www.weizhuos.cn/?p=8633,,,,
['心动警报 설렘주의보 (2018)'],http://www.weizhuos.cn/?p=8634,视频：百度网盘 提取码: jf7u https://pan.baidu.com/s/1nhKzh-WuJGXK60R-VVUCYw,,,
['金装律师  Suits Season 1 - 9'],http://www.weizhuos.cn/?p=8635,,,,
['黑道之家 The Take (2009)'],http://www.weizhuos.cn/?p=8636,视频：百度云盘 提取码：7777 https://pan.baidu.com/s/1By5YTbaF9M_iqsTHVlIplg,,,
['野蛮奶奶大战戈师奶 野蠻奶奶大戰戈師奶\xa0(2008)'],http://www.weizhuos.cn/?p=8637,视频：百度云盘 http://pan.baidu.com/s/1eBhgi,,,
['再见，克里斯托弗·罗宾 Goodbye Christopher Robin (2017)'],http://www.weizhuos.cn/?p=8638,视频：百度网盘 提取码：knn9 https://pan.baidu.com/s/1Q060rTE4Ks5t63RK0WHc9w,,,
['Undernineteen （2018）'],http://www.weizhuos.cn/?p=8639,E01.181103.视频：百度网盘 提取码 675m https://pan.baidu.com/s/1GQkxjnAeZ-Ysc0eLlxmQeg,,,
['狼母 Wolf Mother (2016)'],http://www.weizhuos.cn/?p=8640,内嵌中英字幕视频：百度网盘 密码：ygu9 https://pan.baidu.com/s/1ZAym138WAX8etmhAwBCNKQ,,,
